valence,arousal,dominance
0.26,0.471,0.377
0.765,0.633,0.87
0.729,0.404,0.596
0.292,0.423,0.281
0.302,0.547,0.221
0.521,0.48,0.333
0.375,0.194,0.221
0.208,0.585,0.102
0.131,0.63,0.212
0.604,0.406,0.663
0.542,0.47,0.324
0.01,0.792,0.2
0.63,0.796,0.694
0.427,0.539,0.536
0.135,0.657,0.231
0.427,0.451,0.278
0.177,0.548,0.382
0.112,0.618,0.284
0.177,0.625,0.309
0.083,0.56,0.196
0.29,0.584,0.271
0.458,0.5,0.414
0.506,0.427,0.456
0.551,0.52,0.6
0.448,0.527,0.423
0.406,0.183,0.264
0.531,0.33,0.408
0.422,0.61,0.409
0.542,0.49,0.472
0.51,0.346,0.444
0.44,0.673,0.43
0.562,0.5,0.556
0.546,0.36,0.481
0.531,0.48,0.452
0.357,0.735,0.352
0.398,0.38,0.314
0.296,0.788,0.567
0.615,0.569,0.481
0.7,0.596,0.654
0.688,0.72,0.787
0.604,0.684,0.727
0.188,0.87,0.638
0.5,0.396,0.311
0.36,0.606,0.618
0.225,0.746,0.204
0.094,0.806,0.181
0.082,0.755,0.394
0.513,0.337,0.423
0.458,0.367,0.384
0.592,0.264,0.461
0.633,0.404,0.527
0.531,0.185,0.367
0.607,0.388,0.723
0.5,0.51,0.73
0.684,0.404,0.49
0.573,0.355,0.5
0.582,0.19,0.453
0.667,0.451,0.574
0.229,0.558,0.381
0.177,0.5,0.306
0.896,0.453,0.753
0.776,0.663,0.637
0.677,0.35,0.773
0.604,0.264,0.5
0.667,0.402,0.783
0.531,0.24,0.453
0.519,0.354,0.802
0.855,0.423,0.691
0.76,0.553,0.703
0.76,0.13,0.412
0.778,0.24,0.5
0.234,0.417,0.327
0.541,0.422,0.373
0.48,0.52,0.625
0.561,0.458,0.693
0.458,0.584,0.625
0.673,0.343,0.555
0.458,0.365,0.565
0.582,0.388,0.571
0.622,0.304,0.481
0.51,0.652,0.865
0.378,0.343,0.454
0.47,0.316,0.386
0.406,0.398,0.327
0.75,0.28,0.386
0.544,0.426,0.35
0.49,0.269,0.286
0.33,0.274,0.402
0.667,0.361,0.373
0.552,0.308,0.546
0.235,0.387,0.25
0.436,0.377,0.352
0.495,0.44,0.536
0.531,0.259,0.375
0.133,0.816,0.319
0.102,0.808,0.407
0.143,0.811,0.478
0.417,0.49,0.339
0.927,0.336,0.639
0.604,0.435,0.509
0.562,0.271,0.33
0.792,0.587,0.76
0.663,0.75,0.688
0.833,0.412,0.527
0.854,0.353,0.422
0.51,0.482,0.451
0.583,0.559,0.87
0.45,0.557,0.87
0.694,0.183,0.726
0.438,0.314,0.676
0.583,0.494,0.716
0.844,0.608,0.827
0.177,0.364,0.317
0.327,0.38,0.546
0.425,0.438,0.395
0.49,0.298,0.538
0.472,0.208,0.439
0.548,0.449,0.283
0.5,0.39,0.273
0.312,0.292,0.339
0.51,0.335,0.402
0.542,0.38,0.455
0.48,0.21,0.425
0.503,0.27,0.402
0.5,0.242,0.481
0.427,0.294,0.433
0.429,0.327,0.5
0.5,0.284,0.534
0.33,0.59,0.725
0.449,0.509,0.64
0.354,0.221,0.4
0.398,0.135,0.353
0.433,0.43,0.49
0.552,0.34,0.623
0.358,0.6,0.481
0.133,0.935,0.596
0.094,0.933,0.611
0.094,0.942,0.649
0.438,0.52,0.388
0.589,0.33,0.391
0.688,0.255,0.411
0.622,0.314,0.364
0.833,0.404,0.811
0.656,0.594,0.955
0.438,0.355,0.3
0.378,0.413,0.309
0.72,0.5,0.5
0.578,0.633,0.491
0.245,0.811,0.595
0.673,0.233,0.547
0.7,0.29,0.491
0.865,0.264,0.409
0.873,0.269,0.508
0.633,0.389,0.491
0.583,0.438,0.407
0.615,0.586,0.525
0.311,0.464,0.378
0.344,0.5,0.417
0.323,0.49,0.444
0.406,0.5,0.516
0.49,0.37,0.456
0.648,0.373,0.318
0.344,0.5,0.615
0.388,0.58,0.463
0.396,0.442,0.296
0.406,0.309,0.345
0.582,0.582,0.554
0.7,0.459,0.796
0.729,0.158,0.792
0.75,0.408,0.759
0.646,0.43,0.611
0.387,0.348,0.375
0.337,0.427,0.373
0.51,0.402,0.463
0.09,0.833,0.395
0.37,0.63,0.443
0.12,0.694,0.339
0.582,0.317,0.684
0.022,0.539,0.241
0.083,0.488,0.167
0.542,0.284,0.345
0.688,0.235,0.444
0.133,0.587,0.183
0.122,0.5,0.224
0.24,0.663,0.264
0.448,0.469,0.451
0.229,0.49,0.496
0.398,0.549,0.386
0.516,0.373,0.639
0.708,0.314,0.49
0.49,0.296,0.4
0.196,0.786,0.51
0.229,0.726,0.518
0.333,0.627,0.562
0.255,0.408,0.537
0.418,0.633,0.723
0.431,0.522,0.49
0.104,0.429,0.275
0.135,0.644,0.404
0.073,0.731,0.27
0.133,0.606,0.427
0.635,0.25,0.302
0.521,0.402,0.33
0.229,0.4,0.198
0.235,0.27,0.245
0.375,0.329,0.286
0.375,0.388,0.26
0.531,0.372,0.45
0.323,0.35,0.196
0.931,0.408,0.725
0.122,0.827,0.351
0.071,0.823,0.373
0.844,0.546,0.667
0.677,0.375,0.731
0.163,0.541,0.337
0.927,0.324,0.71
0.688,0.481,0.527
0.667,0.538,0.657
0.323,0.21,0.246
0.812,0.776,0.873
0.958,0.82,0.787
0.854,0.784,0.802
0.906,0.646,0.858
0.667,0.588,0.663
0.48,0.398,0.412
0.531,0.551,0.648
0.552,0.608,0.616
0.677,0.5,0.39
0.708,0.73,0.593
0.694,0.565,0.682
0.677,0.764,0.713
0.562,0.663,0.578
0.481,0.389,0.37
0.38,0.336,0.295
0.688,0.317,0.439
0.357,0.176,0.246
0.52,0.481,0.509
0.5,0.292,0.348
0.698,0.408,0.649
0.635,0.774,0.535
0.635,0.519,0.612
0.766,0.433,0.569
0.653,0.541,0.713
0.056,0.583,0.15
0.18,0.441,0.188
0.177,0.49,0.266
0.427,0.441,0.206
0.18,0.643,0.33
0.604,0.336,0.368
0.47,0.236,0.409
0.48,0.413,0.339
0.734,0.294,0.336
0.609,0.565,0.389
0.573,0.346,0.393
0.438,0.385,0.352
0.469,0.509,0.5
0.656,0.647,0.67
0.656,0.654,0.658
0.615,0.539,0.466
0.792,0.56,0.471
0.724,0.426,0.472
0.479,0.673,0.358
0.857,0.518,0.848
0.49,0.529,0.435
0.42,0.559,0.393
0.458,0.51,0.368
0.531,0.49,0.366
0.653,0.265,0.34
0.365,0.431,0.349
0.438,0.602,0.455
0.398,0.418,0.42
0.347,0.423,0.272
0.184,0.5,0.373
0.33,0.296,0.293
0.143,0.309,0.228
0.333,0.26,0.185
0.184,0.71,0.336
0.25,0.615,0.263
0.292,0.4,0.283
0.542,0.335,0.314
0.684,0.43,0.306
0.479,0.33,0.421
0.357,0.407,0.454
0.542,0.214,0.382
0.125,0.85,0.5
0.469,0.315,0.361
0.349,0.361,0.383
0.32,0.337,0.254
0.663,0.34,0.594
0.521,0.356,0.377
0.5,0.469,0.705
0.611,0.39,0.607
0.656,0.51,0.842
0.66,0.51,0.578
0.188,0.587,0.483
0.61,0.59,0.667
0.646,0.565,0.762
0.677,0.49,0.777
0.802,0.559,0.729
0.643,0.615,0.741
0.802,0.625,0.777
0.562,0.765,0.847
0.802,0.317,0.698
0.292,0.444,0.245
0.429,0.506,0.336
0.4,0.588,0.415
0.099,0.41,0.311
0.541,0.277,0.434
0.562,0.47,0.491
0.49,0.466,0.374
0.312,0.42,0.48
0.625,0.39,0.758
0.569,0.28,0.614
0.551,0.265,0.454
0.061,0.942,0.615
0.01,0.96,0.65
0.041,0.941,0.462
0.017,0.94,0.682
0.143,0.618,0.37
0.458,0.52,0.2
0.359,0.49,0.645
0.531,0.434,0.577
0.76,0.36,0.509
0.714,0.434,0.571
0.792,0.206,0.481
0.5,0.311,0.125
0.49,0.274,0.269
0.52,0.2,0.182
0.833,0.563,0.605
0.908,0.63,0.53
0.816,0.509,0.618
0.74,0.151,0.465
0.469,0.454,0.453
0.26,0.654,0.51
0.694,0.569,0.705
0.439,0.51,0.368
0.439,0.304,0.352
0.418,0.438,0.302
0.408,0.382,0.441
0.635,0.642,0.708
0.5,0.346,0.275
0.635,0.46,0.548
0.354,0.367,0.267
0.426,0.531,0.491
0.337,0.676,0.573
0.281,0.548,0.463
0.365,0.625,0.611
0.271,0.2,0.25
0.26,0.167,0.162
0.125,0.9,0.465
0.041,0.841,0.356
0.122,0.782,0.456
0.323,0.89,0.549
0.418,0.408,0.387
0.406,0.427,0.228
0.427,0.283,0.393
0.729,0.321,0.464
0.844,0.49,0.582
0.388,0.43,0.232
0.812,0.587,0.615
0.245,0.387,0.226
0.344,0.396,0.218
0.48,0.429,0.55
0.448,0.699,0.455
0.417,0.667,0.519
0.643,0.52,0.535
0.594,0.443,0.689
0.594,0.598,0.423
0.344,0.6,0.509
0.668,0.633,0.667
0.458,0.432,0.338
0.635,0.528,0.645
0.625,0.556,0.583
0.76,0.573,0.658
0.684,0.439,0.688
0.469,0.544,0.407
0.667,0.259,0.333
0.25,0.231,0.136
0.479,0.363,0.424
0.271,0.451,0.472
0.469,0.397,0.282
0.378,0.806,0.574
0.406,0.26,0.375
0.323,0.885,0.288
0.48,0.76,0.35
0.719,0.255,0.464
0.573,0.3,0.415
0.562,0.396,0.565
0.344,0.28,0.164
0.418,0.327,0.404
0.667,0.41,0.559
0.765,0.255,0.375
0.615,0.37,0.528
0.375,0.356,0.446
0.66,0.098,0.342
0.265,0.58,0.471
0.427,0.268,0.298
0.469,0.142,0.209
0.765,0.046,0.306
0.529,0.333,0.207
0.214,0.639,0.54
0.173,0.614,0.629
0.323,0.708,0.655
0.102,0.858,0.45
0.541,0.48,0.473
0.622,0.408,0.551
0.58,0.303,0.443
0.673,0.43,0.623
0.26,0.368,0.356
0.354,0.593,0.357
0.479,0.34,0.33
0.684,0.373,0.585
0.115,0.62,0.264
0.755,0.462,0.481
0.594,0.443,0.821
0.698,0.365,0.663
0.642,0.4,0.772
0.684,0.217,0.672
0.635,0.422,0.71
0.75,0.337,0.673
0.854,0.118,0.481
0.635,0.324,0.396
0.844,0.255,0.562
0.781,0.279,0.652
0.76,0.333,0.6
0.854,0.276,0.549
0.857,0.184,0.643
0.344,0.176,0.161
0.451,0.857,0.371
0.104,0.781,0.273
0.062,0.66,0.176
0.021,0.64,0.25
0.135,0.78,0.284
0.646,0.25,0.579
0.396,0.509,0.517
0.542,0.449,0.679
0.583,0.448,0.585
0.448,0.261,0.276
0.749,0.406,0.645
0.74,0.555,0.675
0.841,0.47,0.72
0.573,0.481,0.564
0.583,0.592,0.623
0.531,0.76,0.764
0.344,0.29,0.325
0.271,0.373,0.265
0.878,0.235,0.491
0.802,0.412,0.588
0.51,0.418,0.438
0.49,0.33,0.472
0.469,0.347,0.417
0.667,0.423,0.598
0.75,0.433,0.679
0.578,0.604,0.516
0.52,0.63,0.463
0.567,0.471,0.588
0.541,0.245,0.345
0.76,0.294,0.373
0.583,0.229,0.314
0.333,0.625,0.536
0.115,0.622,0.385
0.746,0.331,0.398
0.51,0.574,0.2
0.49,0.443,0.394
0.677,0.342,0.679
0.582,0.46,0.614
0.25,0.472,0.356
0.25,0.472,0.36
0.653,0.5,0.556
0.25,0.602,0.348
0.327,0.385,0.2
0.427,0.606,0.474
0.673,0.438,0.274
0.36,0.451,0.245
0.184,0.72,0.528
0.255,0.461,0.297
0.102,0.527,0.176
0.06,0.52,0.273
0.045,0.55,0.163
0.271,0.385,0.16
0.177,0.441,0.23
0.385,0.52,0.336
0.092,0.57,0.251
0.167,0.583,0.259
0.056,0.583,0.266
0.177,0.292,0.232
0.688,0.585,0.731
0.612,0.708,0.769
0.49,0.615,0.728
0.635,0.471,0.817
0.354,0.368,0.461
0.378,0.642,0.373
0.657,0.448,0.434
0.385,0.469,0.373
0.656,0.306,0.481
0.271,0.688,0.647
0.594,0.48,0.38
0.542,0.529,0.357
0.286,0.363,0.411
0.316,0.451,0.443
0.719,0.337,0.412
0.349,0.584,0.517
0.408,0.481,0.315
0.296,0.255,0.292
0.129,0.698,0.307
0.333,0.783,0.264
0.235,0.82,0.213
0.163,0.915,0.241
0.112,0.867,0.179
0.25,0.83,0.241
0.396,0.48,0.392
0.687,0.221,0.333
0.625,0.308,0.379
0.604,0.427,0.286
0.441,0.288,0.417
0.24,0.265,0.259
0.368,0.509,0.585
0.406,0.324,0.49
0.531,0.337,0.466
0.625,0.482,0.545
0.582,0.426,0.391
0.092,0.706,0.439
0.5,0.54,0.558
0.608,0.5,0.736
0.459,0.537,0.58
0.122,0.766,0.418
0.59,0.673,0.755
0.49,0.632,0.73
0.198,0.801,0.387
0.621,0.163,0.302
0.469,0.184,0.357
0.469,0.205,0.434
0.519,0.363,0.719
0.469,0.44,0.679
0.917,0.49,0.582
0.694,0.556,0.727
0.802,0.613,0.524
0.918,0.58,0.372
0.622,0.38,0.396
0.847,0.388,0.618
0.745,0.741,0.52
0.755,0.643,0.729
0.898,0.646,0.701
0.688,0.422,0.552
0.847,0.706,0.57
0.643,0.55,0.527
0.74,0.522,0.588
0.633,0.58,0.61
0.531,0.509,0.714
0.646,0.51,0.764
0.604,0.637,0.518
0.622,0.385,0.49
0.604,0.48,0.696
0.602,0.283,0.444
0.561,0.458,0.75
0.625,0.571,0.577
0.531,0.392,0.658
0.615,0.222,0.336
0.802,0.51,0.667
0.458,0.38,0.541
0.938,0.784,0.52
0.496,0.368,0.412
0.51,0.282,0.406
0.551,0.551,0.411
0.93,0.442,0.65
0.459,0.413,0.318
0.406,0.293,0.404
0.554,0.388,0.387
0.51,0.347,0.406
0.49,0.47,0.263
0.235,0.608,0.447
0.771,0.32,0.4
0.74,0.745,0.815
0.653,0.216,0.336
0.598,0.396,0.404
0.75,0.196,0.268
0.802,0.894,0.528
0.49,0.436,0.426
0.643,0.408,0.25
0.63,0.388,0.274
0.74,0.34,0.496
0.542,0.783,0.51
0.673,0.41,0.474
0.005,0.81,0.436
0.082,0.942,0.448
0.49,0.13,0.327
0.5,0.461,0.348
0.735,0.385,0.439
0.367,0.51,0.364
0.286,0.143,0.157
0.833,0.729,0.769
0.327,0.5,0.539
0.365,0.431,0.368
0.552,0.255,0.327
0.673,0.304,0.375
0.479,0.349,0.436
0.542,0.844,0.682
0.344,0.343,0.309
0.802,0.571,0.464
0.49,0.212,0.396
0.281,0.7,0.264
0.386,0.422,0.317
0.48,0.786,0.415
0.54,0.5,0.416
0.388,0.406,0.5
0.5,0.647,0.639
0.427,0.435,0.562
0.435,0.561,0.411
0.146,0.606,0.139
0.33,0.38,0.404
0.396,0.48,0.341
0.51,0.324,0.448
0.17,0.109,0.225
0.092,0.382,0.278
0.171,0.224,0.412
0.055,0.445,0.257
0.844,0.347,0.736
0.906,0.345,0.61
0.675,0.286,0.709
0.365,0.41,0.354
0.677,0.164,0.491
0.54,0.5,0.462
0.59,0.367,0.427
0.694,0.294,0.426
0.396,0.343,0.361
0.438,0.351,0.411
0.312,0.426,0.349
0.51,0.433,0.382
0.2,0.441,0.385
0.375,0.394,0.365
0.26,0.883,0.388
0.271,0.812,0.561
0.375,0.413,0.433
0.427,0.519,0.422
0.5,0.222,0.575
0.594,0.25,0.463
0.615,0.471,0.669
0.663,0.637,0.696
0.662,0.625,0.765
0.422,0.37,0.377
0.312,0.314,0.366
0.112,0.598,0.259
0.49,0.434,0.348
0.208,0.429,0.149
0.604,0.26,0.34
0.426,0.315,0.431
0.229,0.51,0.298
0.25,0.34,0.302
0.214,0.531,0.155
0.173,0.268,0.193
0.64,0.287,0.346
0.417,0.43,0.267
0.633,0.216,0.225
0.48,0.321,0.296
0.531,0.343,0.518
0.356,0.3,0.33
0.276,0.324,0.314
0.469,0.476,0.426
0.5,0.245,0.527
0.74,0.127,0.38
0.805,0.151,0.62
0.781,0.089,0.444
0.531,0.255,0.45
0.604,0.454,0.491
0.562,0.26,0.375
0.57,0.34,0.472
0.604,0.345,0.451
0.479,0.306,0.462
0.49,0.4,0.38
0.582,0.27,0.245
0.153,0.776,0.361
0.276,0.655,0.223
0.392,0.394,0.366
0.417,0.337,0.339
0.458,0.351,0.184
0.531,0.404,0.415
0.396,0.404,0.316
0.388,0.38,0.351
0.292,0.558,0.433
0.622,0.27,0.444
0.051,0.37,0.236
0.76,0.45,0.696
0.594,0.608,0.755
0.792,0.533,0.689
0.469,0.578,0.44
0.541,0.451,0.676
0.635,0.38,0.558
0.459,0.361,0.358
0.48,0.53,0.356
0.594,0.163,0.416
0.449,0.167,0.442
0.615,0.382,0.464
0.704,0.481,0.759
0.112,0.32,0.17
0.635,0.39,0.543
0.204,0.08,0.161
0.646,0.408,0.491
0.89,0.562,0.75
0.604,0.461,0.671
0.643,0.471,0.573
0.612,0.284,0.667
0.52,0.288,0.5
0.552,0.633,0.769
0.366,0.582,0.609
0.133,0.4,0.196
0.367,0.316,0.433
0.312,0.098,0.116
0.531,0.23,0.477
0.878,0.46,0.639
0.786,0.29,0.631
0.633,0.438,0.432
0.702,0.352,0.439
0.34,0.343,0.529
0.673,0.521,0.74
0.429,0.346,0.18
0.68,0.346,0.4
0.312,0.264,0.309
0.63,0.402,0.5
0.177,0.585,0.379
0.438,0.33,0.287
0.408,0.282,0.411
0.49,0.375,0.527
0.219,0.856,0.781
0.529,0.296,0.667
0.49,0.915,0.2
0.448,0.5,0.509
0.5,0.529,0.373
0.44,0.796,0.483
0.438,0.853,0.415
0.602,0.34,0.348
0.198,0.817,0.227
0.125,0.905,0.873
0.337,0.358,0.264
0.253,0.147,0.152
0.255,0.373,0.395
0.108,0.42,0.352
0.406,0.231,0.471
0.51,0.363,0.482
0.406,0.241,0.44
0.306,0.398,0.265
0.3,0.472,0.284
0.582,0.254,0.382
0.49,0.317,0.526
0.479,0.322,0.517
0.51,0.337,0.5
0.622,0.462,0.609
0.5,0.15,0.406
0.337,0.58,0.526
0.653,0.236,0.473
0.771,0.588,0.571
0.635,0.578,0.521
0.615,0.431,0.436
0.894,0.406,0.389
0.552,0.549,0.653
0.745,0.378,0.657
0.365,0.31,0.25
0.286,0.775,0.259
0.635,0.378,0.522
0.347,0.519,0.434
0.635,0.302,0.35
0.885,0.42,0.579
0.812,0.406,0.676
0.833,0.337,0.655
0.875,0.422,0.667
0.594,0.25,0.291
0.458,0.407,0.31
0.444,0.317,0.271
0.49,0.304,0.295
0.439,0.248,0.351
0.556,0.379,0.32
0.542,0.529,0.472
0.398,0.894,0.536
0.344,0.357,0.33
0.583,0.245,0.536
0.469,0.392,0.316
0.796,0.283,0.429
0.622,0.17,0.298
0.543,0.615,0.824
0.592,0.192,0.241
0.765,0.287,0.536
0.8,0.179,0.518
0.802,0.304,0.577
0.604,0.408,0.596
0.133,0.427,0.25
0.215,0.37,0.328
0.677,0.433,0.533
0.469,0.442,0.414
0.41,0.464,0.393
0.188,0.33,0.423
0.531,0.356,0.375
0.347,0.592,0.709
0.459,0.382,0.558
0.724,0.337,0.736
0.765,0.431,0.711
0.222,0.596,0.718
0.337,0.571,0.78
0.281,0.77,0.614
0.327,0.68,0.411
0.74,0.402,0.545
0.302,0.6,0.36
0.438,0.347,0.455
0.25,0.539,0.569
0.24,0.469,0.344
0.177,0.622,0.397
0.153,0.33,0.282
0.229,0.388,0.355
0.561,0.455,0.37
0.088,0.602,0.256
0.51,0.34,0.392
0.05,0.745,0.348
0.083,0.843,0.418
0.37,0.551,0.278
0.115,0.356,0.298
0.208,0.392,0.38
0.531,0.315,0.632
0.74,0.422,0.708
0.633,0.433,0.667
0.643,0.324,0.731
0.771,0.39,0.36
0.663,0.363,0.603
0.583,0.4,0.685
0.112,0.846,0.509
0.219,0.84,0.439
0.173,0.773,0.698
0.229,0.847,0.571
0.219,0.823,0.48
0.25,0.431,0.377
0.337,0.321,0.25
0.204,0.708,0.336
0.521,0.636,0.604
0.53,0.582,0.564
0.146,0.696,0.562
0.115,0.66,0.458
0.125,0.742,0.491
0.204,0.65,0.613
0.76,0.438,0.731
0.677,0.327,0.702
0.281,0.46,0.345
0.47,0.394,0.464
0.625,0.336,0.585
0.541,0.392,0.366
0.7,0.451,0.398
0.49,0.298,0.387
0.538,0.24,0.264
0.398,0.408,0.518
0.306,0.439,0.442
0.292,0.382,0.406
0.625,0.471,0.721
0.5,0.417,0.483
0.562,0.47,0.692
0.583,0.469,0.596
0.337,0.546,0.441
0.427,0.438,0.6
0.396,0.52,0.589
0.573,0.462,0.519
0.451,0.561,0.51
0.573,0.69,0.541
0.333,0.472,0.37
0.823,0.308,0.642
0.74,0.317,0.632
0.602,0.349,0.462
0.438,0.38,0.482
0.713,0.378,0.411
0.418,0.37,0.4
0.265,0.337,0.302
0.316,0.36,0.357
0.312,0.557,0.386
0.5,0.472,0.68
0.604,0.269,0.519
0.235,0.708,0.235
0.367,0.47,0.388
0.337,0.363,0.404
0.622,0.692,0.71
0.312,0.575,0.509
0.521,0.608,0.561
0.653,0.484,0.598
0.302,0.47,0.302
0.312,0.798,0.446
0.094,0.804,0.333
0.188,0.69,0.337
0.104,0.851,0.537
0.23,0.765,0.51
0.135,0.882,0.6
0.75,0.745,0.596
0.582,0.49,0.544
0.688,0.462,0.585
0.388,0.5,0.368
0.427,0.302,0.509
0.542,0.43,0.877
0.469,0.312,0.534
0.646,0.565,0.833
0.688,0.453,0.704
0.49,0.412,0.447
0.479,0.444,0.525
0.719,0.394,0.704
0.517,0.33,0.361
0.417,0.484,0.441
0.323,0.519,0.443
0.656,0.435,0.6
0.5,0.308,0.474
0.571,0.5,0.482
0.135,0.698,0.51
0.458,0.519,0.442
0.5,0.557,0.439
0.396,0.475,0.38
0.23,0.594,0.343
0.521,0.278,0.306
0.459,0.229,0.391
0.276,0.533,0.385
0.5,0.45,0.289
0.438,0.271,0.398
0.469,0.4,0.362
0.284,0.213,0.425
0.363,0.363,0.342
0.438,0.3,0.412
0.602,0.409,0.452
0.327,0.567,0.741
0.571,0.231,0.406
0.529,0.337,0.526
0.708,0.323,0.315
0.39,0.657,0.583
0.49,0.551,0.358
0.255,0.73,0.51
0.367,0.333,0.275
0.33,0.265,0.451
0.26,0.235,0.211
0.49,0.41,0.473
0.667,0.793,0.866
0.719,0.679,0.919
0.688,0.452,0.825
0.656,0.334,0.778
0.612,0.451,0.491
0.26,0.654,0.64
0.204,0.424,0.5
0.594,0.625,0.773
0.542,0.292,0.37
0.667,0.245,0.374
0.479,0.552,0.4
0.816,0.577,0.541
0.745,0.272,0.72
0.5,0.48,0.462
0.66,0.337,0.483
0.674,0.484,0.556
0.378,0.367,0.382
0.673,0.497,0.5
0.198,0.939,0.717
0.719,0.673,0.583
0.51,0.45,0.518
0.562,0.52,0.769
0.667,0.538,0.741
0.571,0.461,0.38
0.49,0.374,0.446
0.449,0.613,0.315
0.344,0.577,0.333
0.238,0.515,0.427
0.48,0.402,0.349
0.471,0.251,0.256
0.623,0.479,0.379
0.344,0.265,0.342
0.375,0.38,0.395
0.62,0.48,0.569
0.584,0.526,0.377
0.667,0.51,0.62
0.603,0.388,0.553
0.837,0.561,0.667
0.714,0.5,0.483
0.582,0.69,0.691
0.375,0.452,0.627
0.475,0.611,0.755
0.562,0.57,0.679
0.48,0.549,0.798
0.541,0.635,0.718
0.612,0.63,0.726
0.427,0.385,0.444
0.552,0.389,0.491
0.281,0.594,0.598
0.594,0.482,0.638
0.156,0.8,0.491
0.276,0.49,0.333
0.08,0.741,0.716
0.796,0.538,0.767
0.571,0.752,0.673
0.938,0.745,0.833
0.431,0.8,0.473
0.092,0.46,0.606
0.188,0.66,0.518
0.235,0.545,0.408
0.281,0.518,0.462
0.135,0.729,0.592
0.186,0.654,0.555
0.119,0.64,0.259
0.08,0.673,0.615
0.276,0.59,0.667
0.16,0.776,0.629
0.417,0.55,0.528
0.51,0.471,0.345
0.663,0.384,0.594
0.677,0.311,0.542
0.562,0.286,0.58
0.949,0.565,0.814
0.875,0.539,0.787
0.979,0.58,0.821
0.892,0.469,0.808
0.512,0.427,0.359
0.755,0.35,0.44
0.365,0.405,0.481
0.622,0.327,0.473
0.446,0.455,0.668
0.62,0.615,0.648
0.562,0.66,0.66
0.458,0.368,0.391
0.552,0.531,0.67
0.53,0.448,0.375
0.646,0.132,0.296
0.719,0.343,0.445
0.43,0.56,0.471
0.646,0.315,0.683
0.667,0.375,0.682
0.602,0.472,0.693
0.463,0.37,0.444
0.561,0.422,0.575
0.458,0.451,0.559
0.52,0.643,0.554
0.469,0.355,0.482
0.24,0.51,0.388
0.76,0.269,0.333
0.708,0.5,0.664
0.84,0.345,0.382
0.735,0.409,0.731
0.344,0.539,0.529
0.78,0.295,0.814
0.844,0.24,0.661
0.615,0.452,0.776
0.375,0.312,0.286
0.688,0.49,0.765
0.354,0.825,0.679
0.5,0.333,0.356
0.596,0.327,0.25
0.51,0.469,0.538
0.719,0.343,0.535
0.457,0.559,0.8
0.74,0.469,0.669
0.81,0.535,0.851
0.802,0.655,0.781
0.816,0.337,0.746
0.604,0.577,0.846
0.844,0.863,0.676
0.388,0.953,0.433
0.346,0.962,0.536
0.667,0.422,0.667
0.592,0.409,0.598
0.667,0.454,0.686
0.448,0.355,0.443
0.684,0.276,0.294
0.729,0.435,0.591
0.765,0.48,0.746
0.898,0.5,0.824
0.702,0.5,0.866
0.76,0.443,0.604
0.592,0.51,0.868
0.561,0.373,0.441
0.663,0.392,0.46
0.663,0.471,0.472
0.677,0.35,0.49
0.812,0.356,0.5
0.361,0.52,0.509
0.133,0.388,0.14
0.184,0.439,0.425
0.062,0.43,0.228
0.469,0.615,0.564
0.388,0.471,0.647
0.271,0.388,0.612
0.5,0.314,0.54
0.406,0.346,0.473
0.449,0.58,0.397
0.469,0.548,0.402
0.562,0.433,0.431
0.375,0.52,0.48
0.542,0.549,0.585
0.473,0.529,0.509
0.479,0.794,0.648
0.115,0.69,0.377
0.592,0.382,0.241
0.472,0.23,0.259
0.439,0.216,0.339
0.427,0.425,0.404
0.531,0.337,0.444
0.438,0.511,0.434
0.531,0.255,0.288
0.296,0.716,0.444
0.306,0.684,0.438
0.5,0.324,0.43
0.594,0.622,0.54
0.448,0.491,0.456
0.26,0.632,0.472
0.209,0.802,0.528
0.153,0.449,0.353
0.615,0.472,0.685
0.271,0.773,0.718
0.167,0.236,0.226
0.771,0.75,0.873
0.814,0.256,0.447
0.781,0.444,0.453
0.552,0.471,0.456
0.76,0.49,0.566
0.65,0.472,0.538
0.51,0.529,0.722
0.771,0.62,0.688
0.281,0.519,0.255
0.771,0.672,0.634
0.448,0.737,0.657
0.62,0.786,0.685
0.255,0.662,0.482
0.61,0.396,0.245
0.542,0.365,0.509
0.656,0.402,0.651
0.565,0.769,0.724
0.83,0.525,0.625
0.46,0.562,0.503
0.347,0.615,0.577
0.26,0.4,0.395
0.635,0.571,0.675
0.562,0.685,0.552
0.604,0.389,0.434
0.06,0.689,0.542
0.156,0.696,0.538
0.153,0.945,0.713
0.653,0.643,0.817
0.54,0.462,0.672
0.767,0.396,0.755
0.531,0.833,0.573
0.75,0.5,0.582
0.398,0.549,0.447
0.474,0.519,0.312
0.673,0.657,0.864
0.582,0.413,0.667
0.898,0.76,0.896
0.448,0.481,0.519
0.449,0.439,0.365
0.44,0.472,0.4
0.486,0.6,0.682
0.302,0.755,0.356
0.417,0.28,0.33
0.469,0.399,0.28
0.385,0.286,0.368
0.719,0.758,0.75
0.583,0.425,0.606
0.667,0.885,0.592
0.583,0.37,0.67
0.5,0.392,0.373
0.323,0.833,0.861
0.115,0.755,0.546
0.417,0.25,0.475
0.276,0.78,0.569
0.594,0.265,0.43
0.719,0.689,0.848
0.842,0.765,0.855
0.292,0.52,0.491
0.156,0.864,0.602
0.11,0.82,0.468
0.303,0.715,0.732
0.125,0.427,0.259
0.367,0.796,0.444
0.344,0.646,0.527
0.398,0.792,0.5
